Losses
2.132692347256251
2.0660862610726043
2.0431945556566187
2.0234789331982856
2.01053010082672
1.9941214098811377
1.9825247203548673
1.9696397895776379
1.9620171021896529
1.9544056502200058
1.9478879947351173
1.940964232174464
1.9337038434017033
1.9295761617268803
1.9229215673353912
1.9165366358735663
1.9122796477374555
1.907821455142167
1.9033768927524735
1.9001055871227652
1.896232271682583
1.8926225092955606
1.8880732859546225
1.8854971305727577
1.8812944577888884
1.8788274613543343
1.8762559836595698
1.872278764243318
1.8688767140138935
1.8673652904733815
1.8632952225032862
1.8610455111975253
1.8573278565476967
1.8560317006541305
1.8528837364450603
1.8495009276474887
1.8468026230904206
1.8445745471648047
1.8399357614956524
1.839839053931941
1.8359814488727622
1.834023940052196
1.8312996192689286
1.8279126244939754
1.8263329007422704
1.8247928695654305
1.8218239922593666
1.8195771428917893
1.8166020124750266
1.8159849004568538
1.8126268987082093
1.8114773474361983
1.8084170154021173
1.8071601888116018
1.804800347113411
1.8039702012305525
1.8021524992037947
1.7984379278263525
1.7974661867815336
1.7954102011727584
1.7946335484565106
1.7931778671187768
1.7914471577469233
1.7897193824642375
1.7880320123427202
1.786407661987129
1.784095964749044
1.783862550595748
1.7817096511904276
1.7808522104988171
1.7784781915136278
1.7762844146098835
1.7759136100343154
1.7746869203606555
1.7738960677053557
1.7731042217155792
1.7719143452128765
1.7706182640634587
1.7703153145900539
1.7681194388248642
